text,text_squish,text_joined,rank,name,title,first,middle,last,suffix,first_clean,firstlast
"DEPUTY CHIEF OF MISSION: Walter J. Stoessel, Jr.","DEPUTY CHIEF OF MISSION: Walter J. Stoessel, Jr.","DEPUTY CHIEF OF MISSION: Walter J. Stoessel, Jr.",DEPUTY CHIEF OF MISSION," Walter J. Stoessel, Jr.",,Walter,J.,Stoessel,Jr.,Walter,Walter Stoessel
POLITICAL SECTION: Malcolm Toon,POLITICAL SECTION: Malcolm Toon,POLITICAL SECTION: Malcolm Toon,POLITICAL SECTION, Malcolm Toon,,Malcolm,,Toon,,Malcolm,Malcolm Toon
ECONOMIC SECTION: Richard Funkhouser,ECONOMIC SECTION: Richard Funkhouser,ECONOMIC SECTION: Richard Funkhouser,ECONOMIC SECTION, Richard Funkhouser,,Richard,,Funkhouser,,Richard,Richard Funkhouser
AGRICULTURAL ATTACHE: Brice Meeker,AGRICULTURAL ATTACHE: Brice Meeker,AGRICULTURAL ATTACHE: Brice Meeker,AGRICULTURAL ATTACHE, Brice Meeker,,Brice,,Meeker,,Brice,Brice Meeker
AMBASSADOR: Lucius D. Battle,AMBASSADOR: Lucius D. Battle,AMBASSADOR: Lucius D. Battle,AMBASSADOR, Lucius D. Battle,,Lucius,D.,Battle,,Lucius,Lucius Battle
DEPUTY CHIEF OF MISSION: William 0. Boswell,DEPUTY CHIEF OF MISSION: William 0. Boswell,DEPUTY CHIEF OF MISSION: William 0. Boswell,DEPUTY CHIEF OF MISSION, William 0. Boswell,,William,0.,Boswell,,William,William Boswell
POLITICAL SECTION: Donald C. Bergus,POLITICAL SECTION: Donald C. Bergus,POLITICAL SECTION: Donald C. Bergus,POLITICAL SECTION, Donald C. Bergus,,Donald,C.,Bergus,,Donald,Donald Bergus
ECONOMIC SECTION: Edwin G. Moline,ECONOMIC SECTION: Edwin G. Moline,ECONOMIC SECTION: Edwin G. Moline,ECONOMIC SECTION, Edwin G. Moline,,Edwin,G.,Moline,,Edwin,Edwin Moline
COMMERCIAL SECTION: Robert J. Bushnell,COMMERCIAL SECTION: Robert J. Bushnell,COMMERCIAL SECTION: Robert J. Bushnell,COMMERCIAL SECTION, Robert J. Bushnell,,Robert,J.,Bushnell,,Robert,Robert Bushnell
CONSULATE GENERAL: Alexandria,CONSULATE GENERAL: Alexandria,CONSULATE GENERAL: Alexandria,CONSULATE GENERAL, Alexandria,,Alexandria,,,,Alexandria,Alexandria 
CONSUL GENERAL: A. David Fritzlan,CONSUL GENERAL: A. David Fritzlan,CONSUL GENERAL: A. David Fritzlan,CONSUL GENERAL, A. David Fritzlan,,A.,David,Fritzlan,,David,David Fritzlan
ECONOMIC SECTION: John M. Bowie,ECONOMIC SECTION: John M. Bowie,ECONOMIC SECTION: John M. Bowie,ECONOMIC SECTION, John M. Bowie,,John,M.,Bowie,,John,John Bowie
AMBASSADOR: Thomas S. Estes,AMBASSADOR: Thomas S. Estes,AMBASSADOR: Thomas S. Estes,AMBASSADOR, Thomas S. Estes,,Thomas,S.,Estes,,Thomas,Thomas Estes
DEPUTY CHIEF OF MISSION: Richard A. Poole,DEPUTY CHIEF OF MISSION: Richard A. Poole,DEPUTY CHIEF OF MISSION: Richard A. Poole,DEPUTY CHIEF OF MISSION, Richard A. Poole,,Richard,A.,Poole,,Richard,Richard Poole
"ECONOMIC SECTION: Robert T. Grey, Jr.","ECONOMIC SECTION: Robert T. Grey, Jr.","ECONOMIC SECTION: Robert T. Grey, Jr.",ECONOMIC SECTION," Robert T. Grey, Jr.",,Robert,T.,Grey,Jr.,Robert,Robert Grey
AMBASSADOR: Wymberley DeR. Coerr,AMBASSADOR: Wymberley DeR. Coerr,AMBASSADOR: Wymberley DeR. Coerr,AMBASSADOR, Wymberley DeR. Coerr,,Wymberley,,DeR. Coerr,,Wymberley,Wymberley DeR. Coerr
DEPUTY CHIEF OF MISSION: William T. Briggs,DEPUTY CHIEF OF MISSION: William T. Briggs,DEPUTY CHIEF OF MISSION: William T. Briggs,DEPUTY CHIEF OF MISSION, William T. Briggs,,William,T.,Briggs,,William,William Briggs
POLITICAL SECTION: James S. Cunningham,POLITICAL SECTION: James S. Cunningham,POLITICAL SECTION: James S. Cunningham,POLITICAL SECTION, James S. Cunningham,,James,S.,Cunningham,,James,James Cunningham
"ECONOMIC SECTION: Louis Mark, Jr.","ECONOMIC SECTION: Louis Mark, Jr.","ECONOMIC SECTION: Louis Mark, Jr.",ECONOMIC SECTION," Louis Mark, Jr.",,Louis,,Mark,Jr.,Louis,Louis Mark
"COMMERCIAL SECTION: Wilbur L. Garges, Jr.","COMMERCIAL SECTION: Wilbur L. Garges, Jr.","COMMERCIAL SECTION: Wilbur L. Garges, Jr.",COMMERCIAL SECTION," Wilbur L. Garges, Jr.",,Wilbur,L.,Garges,Jr.,Wilbur,Wilbur Garges
AGRICULTURAL ATTACHE: Henry L. Buckardt,AGRICULTURAL ATTACHE: Henry L. Buckardt,AGRICULTURAL ATTACHE: Henry L. Buckardt,AGRICULTURAL ATTACHE, Henry L. Buckardt,,Henry,L.,Buckardt,,Henry,Henry Buckardt
AMBASSADOR: C. Allan Stewart,AMBASSADOR: C. Allan Stewart,AMBASSADOR: C. Allan Stewart,AMBASSADOR, C. Allan Stewart,,C.,Allan,Stewart,,Allan,Allan Stewart
"DEPUTY CHIEF OF MISSION: John C. Hill, Jr.","DEPUTY CHIEF OF MISSION: John C. Hill, Jr.","DEPUTY CHIEF OF MISSION: John C. Hill, Jr.",DEPUTY CHIEF OF MISSION," John C. Hill, Jr.",,John,C.,Hill,Jr.,John,John Hill
POLITICAL SECTION: Edward T. Long,POLITICAL SECTION: Edward T. Long,POLITICAL SECTION: Edward T. Long,POLITICAL SECTION, Edward T. Long,,Edward,T.,Long,,Edward,Edward Long
ECONOMIC SECTION: Joseph Carwell,ECONOMIC SECTION: Joseph Carwell,ECONOMIC SECTION: Joseph Carwell,ECONOMIC SECTION, Joseph Carwell,,Joseph,,Carwell,,Joseph,Joseph Carwell
COMMERCIAL SECTION: Robert W. Ross,COMMERCIAL SECTION: Robert W. Ross,COMMERCIAL SECTION: Robert W. Ross,COMMERCIAL SECTION, Robert W. Ross,,Robert,W.,Ross,,Robert,Robert Ross
AGRICULTURAL ATTACHE: James F. Gehr,AGRICULTURAL ATTACHE: James F. Gehr,AGRICULTURAL ATTACHE: James F. Gehr,AGRICULTURAL ATTACHE, James F. Gehr,,James,F.,Gehr,,James,James Gehr
AID REPRESENTATIVE: Patrick F. Morris,AID REPRESENTATIVE: Patrick F. Morris,AID REPRESENTATIVE: Patrick F. Morris,AID REPRESENTATIVE, Patrick F. Morris,,Patrick,F.,Morris,,Patrick,Patrick Morris
AMBASSADOR: Maxwell D. Taylor,AMBASSADOR: Maxwell D. Taylor,AMBASSADOR: Maxwell D. Taylor,AMBASSADOR, Maxwell D. Taylor,,Maxwell,D.,Taylor,,Maxwell,Maxwell Taylor
DEPUTY AMBASSADOR: U. Alexis Johnson,DEPUTY AMBASSADOR: U. Alexis Johnson,DEPUTY AMBASSADOR: U. Alexis Johnson,DEPUTY AMBASSADOR, U. Alexis Johnson,,U.,Alexis,Johnson,,Alexis,Alexis Johnson
POLITICAL SECTION: Melvin L. Manfull,POLITICAL SECTION: Melvin L. Manfull,POLITICAL SECTION: Melvin L. Manfull,POLITICAL SECTION, Melvin L. Manfull,,Melvin,L.,Manfull,,Melvin,Melvin Manfull
ECONOMIC SECTION: John T. Bennett,ECONOMIC SECTION: John T. Bennett,ECONOMIC SECTION: John T. Bennett,ECONOMIC SECTION, John T. Bennett,,John,T.,Bennett,,John,John Bennett
AID MISSION DIRECTOR: James S. Killen,AID MISSION DIRECTOR: James S. Killen,AID MISSION DIRECTOR: James S. Killen,AID MISSION DIRECTOR, James S. Killen,,James,S.,Killen,,James,James Killen
CONSULATE GENERAL: Brbados,CONSULATE GENERAL: Brbados,CONSULATE GENERAL: Brbados,CONSULATE GENERAL, Brbados,,Brbados,,,,Brbados,Brbados 
CONSUL GENERAL: Eileen R. Donovan,CONSUL GENERAL: Eileen R. Donovan,CONSUL GENERAL: Eileen R. Donovan,CONSUL GENERAL, Eileen R. Donovan,,Eileen,R.,Donovan,,Eileen,Eileen Donovan
ECONOMIC SECTION: Frank J. Walters,ECONOMIC SECTION: Frank J. Walters,ECONOMIC SECTION: Frank J. Walters,ECONOMIC SECTION, Frank J. Walters,,Frank,J.,Walters,,Frank,Frank Walters
POLITICAL SECTION: Richard C. Blalock,POLITICAL SECTION: Richard C. Blalock,POLITICAL SECTION: Richard C. Blalock,POLITICAL SECTION, Richard C. Blalock,,Richard,C.,Blalock,,Richard,Richard Blalock
ECONOMIC SECTION: James N. Fernald,ECONOMIC SECTION: James N. Fernald,ECONOMIC SECTION: James N. Fernald,ECONOMIC SECTION, James N. Fernald,,James,N.,Fernald,,James,James Fernald
AID MISSION DIRECTOR: John Benz,AID MISSION DIRECTOR: John Benz,AID MISSION DIRECTOR: John Benz,AID MISSION DIRECTOR, John Benz,,John,,Benz,,John,John Benz
POLITICAL SECTION: Clifford J. Qui.lan,POLITICAL SECTION: Clifford J. Qui.lan,POLITICAL SECTION: Clifford J. Qui.lan,POLITICAL SECTION, Clifford J. Qui.lan,,Clifford,J.,Qui.lan,,Clifford,Clifford Qui.lan
AMBASSADOR: C. Burke Elbrick,AMBASSADOR: C. Burke Elbrick,AMBASSADOR: C. Burke Elbrick,AMBASSADOR, C. Burke Elbrick,,C.,Burke,Elbrick,,Burke,Burke Elbrick
DEPUTY CHIEF OF MISSION: Eric Kocher,DEPUTY CHIEF OF MISSION: Eric Kocher,DEPUTY CHIEF OF MISSION: Eric Kocher,DEPUTY CHIEF OF MISSION, Eric Kocher,,Eric,,Kocher,,Eric,Eric Kocher
POLITICAL SECTION: Adolph Dubs,POLITICAL SECTION: Adolph Dubs,POLITICAL SECTION: Adolph Dubs,POLITICAL SECTION, Adolph Dubs,,Adolph,,Dubs,,Adolph,Adolph Dubs
ECONOMIC SECTION: Robert G. Cleveland,ECONOMIC SECTION: Robert G. Cleveland,ECONOMIC SECTION: Robert G. Cleveland,ECONOMIC SECTION, Robert G. Cleveland,,Robert,G.,Cleveland,,Robert,Robert Cleveland
COMMERCIAL SECTION: Russell O. Prickett,COMMERCIAL SECTION: Russell O. Prickett,COMMERCIAL SECTION: Russell O. Prickett,COMMERCIAL SECTION, Russell O. Prickett,,Russell,O.,Prickett,,Russell,Russell Prickett
AGRICULTURAL ATTACHE: Clyde R. Keaton,AGRICULTURAL ATTACHE: Clyde R. Keaton,AGRICULTURAL ATTACHE: Clyde R. Keaton,AGRICULTURAL ATTACHE, Clyde R. Keaton,,Clyde,R.,Keaton,,Clyde,Clyde Keaton
CONSULATE GENERAL: Zagreb,CONSULATE GENERAL: Zagreb,CONSULATE GENERAL: Zagreb,CONSULATE GENERAL, Zagreb,,Zagreb,,,,Zagreb,Zagreb 
CONSUL GENERAL: Karl E. Sommerlatte,CONSUL GENERAL: Karl E. Sommerlatte,CONSUL GENERAL: Karl E. Sommerlatte,CONSUL GENERAL, Karl E. Sommerlatte,,Karl,E.,Sommerlatte,,Karl,Karl Sommerlatte
ECONOMIC SECTION: Helene A. Batier,ECONOMIC SECTION: Helene A. Batier,ECONOMIC SECTION: Helene A. Batier,ECONOMIC SECTION, Helene A. Batier,,Helene,A.,Batier,,Helene,Helene Batier
DEPUTY CHIEF OF MISSION: Robert C. Foulon,DEPUTY CHIEF OF MISSION: Robert C. Foulon,DEPUTY CHIEF OF MISSION: Robert C. Foulon,DEPUTY CHIEF OF MISSION, Robert C. Foulon,,Robert,C.,Foulon,,Robert,Robert Foulon
POLITICAL SECTION: John C. Murray,POLITICAL SECTION: John C. Murray,POLITICAL SECTION: John C. Murray,POLITICAL SECTION, John C. Murray,,John,C.,Murray,,John,John Murray
ECONOMIC SECTION: Larry C. Williamson,ECONOMIC SECTION: Larry C. Williamson,ECONOMIC SECTION: Larry C. Williamson,ECONOMIC SECTION, Larry C. Williamson,,Larry,C.,Williamson,,Larry,Larry Williamson
